,cluster,journal_id,journal_title,pap_id,pap_title,distance
7,3,7893,Carcinogenesis,5333600,Pro- and anticarcinogenic mechanisms of piceatannol are activated dose dependently in MCF-7 breast cancer cells,[[0.140778255959]]
7,3,7893,Carcinogenesis,5333700,A bioluminescent mouse model of pancreatic β-cell carcinogenesis,[[0.290546608888]]
2,0,7893,Carcinogenesis,5333800,"Plasma levels of C-reactive protein and serum amyloid A and gastric cancer in a nested case–control study: Japan Public Health
                  Center-based prospective study",[[0.395041744143]]
7,3,7893,Carcinogenesis,5333900,The extracellular loop 2 of TM4SF5 inhibits integrin α2 on hepatocytes under collagen type I environment,[[0.189440843209]]
7,0,7893,Carcinogenesis,5334000,Tolfenamic acid inhibits esophageal cancer through repression of specificity proteins and c-Met,[[0.149616515308]]
5,0,7893,Carcinogenesis,5334100,Reply: SNPs in ultraconserved elements and familial breast cancer risk,[[0.286786980476]]
7,3,7893,Carcinogenesis,5334200,Cathepsin D protects human neuroblastoma cells from doxorubicin-induced cell death,[[0.129516304039]]
7,3,7893,Carcinogenesis,5334300,"Stage-specific disruption of Stat3 demonstrates a direct requirement during both the initiation and promotion stages of mouse
                  skin tumorigenesis",[[0.26770291126]]
2,0,7893,Carcinogenesis,5334400,Interactions of cytokine gene polymorphisms in prostate cancer risk,[[0.293843460037]]
7,3,7893,Carcinogenesis,5334500,Differential effects of glutathione <em>S</em>-transferase pi (GSTP1) haplotypes on cell proliferation and apoptosis,[[0.0942621771824]]
3,14,7893,Carcinogenesis,5334600,"Hair dye use, genetic variation in <em>N</em>-acetyltransferase 1 (<em>NAT1</em>) and 2 (<em>NAT2</em>), and risk of non-Hodgkin lymphoma",[[0.178448955028]]
7,3,7893,Carcinogenesis,5334700,"Sulforaphane sensitizes tumor necrosis factor-related apoptosis-inducing ligand-mediated apoptosis through downregulation
                  of ERK and Akt in lung adenocarcinoma A549 cells",[[0.25504250452]]
2,0,7893,Carcinogenesis,5334800,Polymorphisms in Th1-type cell-mediated response genes and risk of gastric cancer,[[0.4854046557]]
7,0,7893,Carcinogenesis,5334900,Most spontaneous tumors in a mouse model of Li-Fraumeni syndrome do not have a mutator phenotype,[[0.421433746116]]
6,0,7893,Carcinogenesis,5335000,"Concordance of multiple analytical approaches demonstrates a complex relationship between DNA repair gene SNPs, smoking and
                  bladder cancer susceptibility",[[0.264315351368]]
7,14,7893,Carcinogenesis,5335100,Reduced <em>XPC</em> DNA repair gene mRNA levels in clinically normal parents of xeroderma pigmentosum patients,[[0.159248609632]]
7,3,7893,Carcinogenesis,5335200,MnSOD inhibits proline oxidase-induced apoptosis in colorectal cancer cells,[[0.180468371691]]
7,0,7893,Carcinogenesis,5335300,"Methylation and inhibition of expression of uPA by the RAS oncogene: divergence of growth control and invasion in breast cancer
                  cells",[[0.259962762328]]
5,2,7893,Carcinogenesis,5335400,The insulin-like growth factor-1 pathway mediator genes: SHC1 Met300Val shows a protective effect in breast cancer,[[0.331131790122]]
7,3,7893,Carcinogenesis,5335500,"Suppression of human pancreatic cancer cell proliferation by AGN194204, an RXR-selective retinoid",[[0.203313511128]]
7,3,7893,Carcinogenesis,5335600,"Delayed liver regeneration and increased susceptibility to chemical hepatocarcinogenesis in transgenic mice expressing a dominant-negative
                  mutant of connexin32 only in the liver",[[0.300486558518]]
2,0,7893,Carcinogenesis,5335700,"Macrocytosis, a new predictor for esophageal squamous cell carcinoma in Japanese alcoholic men",[[0.169775851117]]
2,14,7893,Carcinogenesis,5335800,"Re: Lohrer,H.D., Hieber,L. and Zitzelsberger,H. (2002) Differential mutation frequency in mitochondrial DNA from thyroid tumours.
                     <em>Carcinogenesis</em>, 23, 1577–1582",[[0.324372199469]]
7,3,7893,Carcinogenesis,5335900,"CYP1B1 determines susceptibility to low doses of 7,12-dimethylbenz[<em>a</em>]anthracene-induced ovarian cancers in mice: correlation of CYP1B1-mediated DNA adducts with carcinogenicity",[[0.273595021426]]
7,14,7893,Carcinogenesis,5336000,Frequency of <em>Tk</em> and <em>Hprt</em> lymphocyte mutants and bone marrow micronuclei in B6C3F<sub>1</sub>/<em>Tk</em><em>+/–</em> mice treated neonatally with zidovudine and lamivudine,[[0.15550555473]]
7,3,7893,Carcinogenesis,5336100,Adult-onset calorie restriction and fasting delay spontaneous tumorigenesis in p53-deficient mice,[[0.432356687911]]
7,3,7893,Carcinogenesis,5336200,Increased frequency of DNA deletions in pink-eyed unstable mice carrying a mutation in the Werner syndrome gene homologue,[[0.154002061425]]
7,14,7893,Carcinogenesis,5336300,Interactions of β-carotene and cigarette smoke in human bronchial epithelial cells,[[0.119607577772]]
3,14,7893,Carcinogenesis,5336400,Dose-dependent effect of dietary meat on endogenous colonic <em>N</em>-nitrosation,[[0.0848361801484]]
7,3,7893,Carcinogenesis,5336500,Expression of β-catenin and full-length APC protein in normal and neoplastic colonic tissues,[[0.194977682032]]
7,3,7893,Carcinogenesis,5336600,Conceptually new deltanoids (vitamin D analogs) inhibit multistage skin tumorigenesis,[[0.217865688074]]
7,7,7893,Carcinogenesis,5336700,<em>LacI</em> mutation spectra following benzo[<em>a</em>]pyrene treatment of Big Blue<sup>®</sup> mice,[[0.305766697545]]
3,14,7893,Carcinogenesis,5336800,"Effect of vegetable and carotenoid consumption on aberrant crypt multiplicity, a surrogate end-point marker for colorectal
                  cancer in azoxymethane-induced rats",[[0.251452456475]]
7,7,7893,Carcinogenesis,5336900,PolyADP-ribose-mediated regulation of p53 complexed with topoisomerase I following ionizing radiation,[[0.180914492957]]
2,0,7893,Carcinogenesis,5337000,"Familial gastric cancer: clinicopathological characteristics, RER phenotype and germline <em>p53</em> and <em>E-cadherin</em> mutations",[[0.448482501289]]
3,7,7893,Carcinogenesis,5337100,"Idoxifene derivatives are less reactive to DNA than tamoxifen derivatives, both chemically and in human and rat liver cells",[[0.260270302031]]
3,14,7893,Carcinogenesis,5337200,"Prevention of colonic aberrant crypt foci and modulation of large bowel microbial activity by dietary coffee fiber, inulin
                  and pectin.",[[0.206769817788]]
7,7,7893,Carcinogenesis,5337300,"Evaluation of tamoxifen and alpha-hydroxytamoxifen 32P-post-labelled DNA adducts by the development of a novel automated on-line
                  solid-phase extraction HPLC method.",[[0.280540114165]]
7,14,7893,Carcinogenesis,5337400,"Inhibition of dimethylhydrazine-induced aberrant crypt foci and induction of apoptosis in rat colon following oral administration
                  of the glucosinolate sinigrin.",[[0.20639013614]]
7,3,7893,Carcinogenesis,5337500,Investigation of the formation and accumulation of liver DNA adducts in mice chronically exposed to tamoxifen.,[[0.365649918338]]
7,14,7893,Carcinogenesis,5337600,"Fasting during promotion, but not during initiation, enhances the growth of methylnitrosourea-induced mammary tumours.",[[0.208614124067]]
7,3,7893,Carcinogenesis,5337700,Choline deficiency selects for resistance to p53-independent apoptosis and causes tumorigenic transformation of rat hepatocytes.,[[0.160548694901]]
7,3,7893,Carcinogenesis,5337800,Bcl-2 deregulation leads to inhibition of sodium butyrate-induced apoptosis in human colorectal carcinoma cells.,[[0.174871197976]]
7,3,7893,Carcinogenesis,5337900,"Gap junction endocytosis and lysosomal degradation of connexin43-P2 in WB-F344 rat liver epithelial cells treated with DDT
                  and lindane",[[0.110856614821]]
3,14,7893,Carcinogenesis,5338000,CARCINOGENESIS: Bilioenterostomy enhances biliary carcinogenesis in hamsters,[[0.134280502125]]
7,3,7893,Carcinogenesis,5338100,"Exposure to dimethylarsinic acid, a main metabolite of inorganic arsenics, strongly promotes tumorigenesis initiated by 4-nitroquinoline
                  1-oxide in the lungs of mice",[[0.18087900793]]
7,7,7893,Carcinogenesis,5338200,"Activation of tamoxifen and its metabolite α-hydroxytamoxifen to DNA-binding products: comparisons between human, rat and
                  mouse hepatocytes",[[0.255098351097]]
3,14,7893,Carcinogenesis,5339800,Reduction of chromium(VI) to chromium(V) by rat liver cytosolic and microsomal fractions: is DT-diaphorase involved?,[[0.101299975272]]
3,14,7937,Clinical Infectious Diseases,5346000,<em>Editorial Commentary</em>: Diagnostic and Resistance Testing for <em>Mycoplasma genitalium</em>: What Will It Take?,[[0.123800107661]]
4,20,7937,Clinical Infectious Diseases,5346300,"<em>Editorial Commentary:</em> Annual Studies of Influenza Vaccine Effectiveness: Evaluating Performance, Informing Policy, and Generating New Questions",[[0.56555619301]]
4,20,7937,Clinical Infectious Diseases,5346400,"<em>Editorial Commentary</em>: Variant Influenza A(H3N2) Virus: Looking Through a Glass, Darkly",[[0.437120943258]]
2,14,7937,Clinical Infectious Diseases,5346500,"Higher Incidence of Acute Kidney Injury With Intravenous Colistimethate Sodium Compared With Polymyxin B in Critically Ill
                  Patients at a Tertiary Care Medical Center",[[0.169878507574]]
4,20,7937,Clinical Infectious Diseases,5346600,"Serological Investigation of Subclinical Influenza A(H7H9) Infection Among Healthcare and Non–Healthcare Workers in Zhejiang
                     Province, China",[[0.299758013375]]
4,6,7937,Clinical Infectious Diseases,5346700,Shedding of HIV and Human Herpesviruses in the Semen of Effectively Treated HIV-1–Infected Men Who Have Sex With Men,[[0.308869271522]]
4,6,7937,Clinical Infectious Diseases,5346800,<em>Editorial Commentary</em>: Addressing Disparities in HIV Mortality: Antiretroviral Therapy Is Necessary but Not Sufficient,[[0.244921265468]]
2,6,7937,Clinical Infectious Diseases,5346900,Is Frequent CD4<sup>+</sup> T-Lymphocyte Count Monitoring Necessary for Persons With Counts ≥300 Cells/µL and HIV-1 Suppression?,[[0.528107274877]]
2,14,7937,Clinical Infectious Diseases,5347000,Community-Associated Extended-Spectrum β-Lactamase–Producing <em>Escherichia coli</em> Infection in the United States,[[0.272426741187]]
2,14,7937,Clinical Infectious Diseases,5347100,"Lack of a Clinically Significant Drug–Drug Interaction in Healthy Volunteers Between the Hepatitis C Virus Protease Inhibitor
                  Boceprevir and the HIV Integrase Inhibitor Raltegravir",[[0.1698001188]]
2,14,7937,Clinical Infectious Diseases,5347200,"Single Nucleotide Polymorphisms in <em>ABCC2</em> Associate With Tenofovir-Induced Kidney Tubular Dysfunction in Japanese Patients With HIV-1 Infection: A Pharmacogenetic
                  Study",[[0.198043733801]]
2,14,7937,Clinical Infectious Diseases,5347300,Acquisition of GB Virus Type C and Lower Mortality in Patients With Advanced HIV Disease,[[0.219834400593]]
2,14,7937,Clinical Infectious Diseases,5347400,Relapse Versus Reinfection: Recurrent <em>Clostridium difficile</em> Infection Following Treatment With Fidaxomicin or Vancomycin,[[0.227188876243]]
2,6,7937,Clinical Infectious Diseases,5347500,Reply to Letang et al,[[0.186256651971]]
4,6,7937,Clinical Infectious Diseases,5347600,"Surveys of Transmitted HIV Drug Resistance in 7 Geographic Regions in China, 2008–2009",[[0.179892023745]]
4,6,7937,Clinical Infectious Diseases,5347800,Consensus Statement on Diagnostic End Points for Infant Tuberculosis Vaccine Trials,[[0.54432861375]]
2,14,7937,Clinical Infectious Diseases,5347900,Severe Pulmonary Involvement in a Case Attributed to Domestically Acquired Seoul Hantavirus in the United States,[[0.203476405953]]
3,14,7937,Clinical Infectious Diseases,5348000,The Prescription of Antimicrobials in Brazil,[[0.109900778084]]
3,14,7937,Clinical Infectious Diseases,5348100,Absence of Exposure to Varicella Does Not Increase the Risk of Zoster,[[0.127124843326]]
2,14,7937,Clinical Infectious Diseases,5348200,Methicillin-Resistant <em>Staphylococcus aureus</em> Guidelines: A Myriad of Open Questions,[[0.358285809327]]
2,3,7937,Clinical Infectious Diseases,5348300,Adult Survivors of Invasive Pneumococcal Disease Exhibit Defective B Cell Function,[[0.251670611243]]
4,20,7937,Clinical Infectious Diseases,5348400,Estimating the Impact of Human Papillomavirus (HPV) Vaccination on HPV Prevalence and Cervical Cancer Incidence in Mali,[[0.548328742421]]
3,14,7937,Clinical Infectious Diseases,5348500,"Randomized Clinical Trials Design, Practice, and Reporting",[[0.0816979160834]]
2,14,7937,Clinical Infectious Diseases,5348600,Early Removal of Central Venous Catheters and Outcomes from Candidemia,[[0.170259452788]]
3,14,7937,Clinical Infectious Diseases,5348700,Actively Motile Larval Forms in Fluid Aspirated from Lung,[[0.095516432354]]
2,20,7937,Clinical Infectious Diseases,5348800,Rate of CD4<sup>+</sup> Cell Count Increase over Periods of Viral Load Suppression: Relationship with the Number of Previous Virological Failures,[[0.281320764236]]
3,14,7937,Clinical Infectious Diseases,5348900,Sexually Transmitted Brucellosis in Humans,[[0.0924113230695]]
4,14,7937,Clinical Infectious Diseases,5349000,Prevention in Neglected Subpopulations: Prevention of Mother-to-Child Transmission of HIV Infection,[[0.214879121417]]
4,14,7937,Clinical Infectious Diseases,5349100,Evidence of Person-to-Person Transmission of Hepatitis E Virus during a Large Outbreak in Northern Uganda,[[0.175662942078]]
2,14,7937,Clinical Infectious Diseases,5349200,A 25-Year-Old Woman with an Ulcerative Earlobe Lesion,[[0.137441559461]]
2,14,7937,Clinical Infectious Diseases,5349300,Detection and Species Identification of <em>Leishmania</em> DNA from Filter Paper Lesion Impressions for Patients with American Cutaneous Leishmaniasis,[[0.213288406011]]
2,6,7937,Clinical Infectious Diseases,5349400,Factors Determining Serologic Response to Treatment in Patients with Syphilis,[[0.243257044365]]
2,14,7937,Clinical Infectious Diseases,5349500,Adequacy of Antimicrobial Treatment and Outcome of <em>Staphylococcus aureus</em> Bacteremia in 9 Western European Countries,[[0.392313634164]]
4,14,7937,Clinical Infectious Diseases,5349600,An Estimate of the Burden of Chagas Disease in the United States,[[0.202564705915]]
2,14,7937,Clinical Infectious Diseases,5349700,An 84-Year-Old Woman with Fever and Dark Urine,[[0.206348443225]]
3,14,7937,Clinical Infectious Diseases,5349800,A Woman with a Skin Lesion,[[0.104841722096]]
3,14,7937,Clinical Infectious Diseases,5349900,<em>Campylobacter</em> Genotyping to Determine the Source of Human Infection,[[0.434599532544]]
2,20,7937,Clinical Infectious Diseases,5350000,Surveillance for Invasive <em>Streptococcus pneumoniae</em> Disease among Hospitalized Children in Bangladesh: Antimicrobial Susceptibility and Serotype Distribution,[[0.428432888971]]
2,6,7937,Clinical Infectious Diseases,5350100,Fatal Acute Varicella-Zoster Virus Hemorrhagic Meningomyelitis with Necrotizing Vasculitis in an HIV-Infected Patient,[[0.295006184031]]
2,16,7937,Clinical Infectious Diseases,5350200,Efficacy as an Important Facet of “Safety” in Clinical Trials: How Can We Do Our Best for Our Patients?,[[0.362470849719]]
2,14,7937,Clinical Infectious Diseases,5350300,Reply to Farr and Jarvis,[[0.412088886705]]
4,28,7937,Clinical Infectious Diseases,5350400,"Increasing Incidence of Legionellosis in the United States, 1990–2005: Changing Epidemiologic Trends",[[0.247360363565]]
3,14,7937,Clinical Infectious Diseases,5350500,Use of Light-Emitting Diode Fluorescence Microscopy to Detect Acid-Fast Bacilli in Sputum,[[0.230703512315]]
2,16,7937,Clinical Infectious Diseases,5350600,Secondary Syphilis with Ocular Manifestations in Older Adults,[[0.254643611837]]
2,20,7937,Clinical Infectious Diseases,5350700,The Duration of Mumps Virus Shedding after the Onset of Symptoms,[[0.15967930555]]
3,20,7937,Clinical Infectious Diseases,5350800,The Smallpox Vaccine Injury Compensation Program,[[0.234888937861]]
2,13,7937,Clinical Infectious Diseases,5350900,"Long-Term Cocaine Use and Antiretroviral Therapy Are Associated with Silent Coronary Artery Disease in African Americans with
                  HIV Infection Who Have No Cardiovascular Symptoms",[[0.369167089243]]
2,14,7937,Clinical Infectious Diseases,5351000,Acute Necrotizing Pneumonia in a Previously Healthy Young Adult,[[0.207065769533]]
4,6,7937,Clinical Infectious Diseases,5351100,Strategies for Primary HIV Prevention That Target Behavioral Change,[[0.485218410473]]
4,6,7937,Clinical Infectious Diseases,5351200,Living with Tuberculosis: The Myths and the Stigma from the Indian Perspective,[[0.537740597703]]
4,15,7937,Clinical Infectious Diseases,5351300,Preventing Vertical Hepatitis C Virus Transmission,[[0.207901849746]]
2,20,7937,Clinical Infectious Diseases,5351400,"Reassessing the Cutoff Level for Poliovirus Antibody in Patients after Successful Chemotherapy for Leukemia or Hematopoietic
                     Stem Cell Transplantation",[[0.280981085935]]
4,20,7937,Clinical Infectious Diseases,5351500,Adult Immunization: What Can We Learn from the Childhood Immunization Program?,[[0.452099476597]]
2,15,7937,Clinical Infectious Diseases,5351600,"Coexistence of Hepatitis B Surface Antigen (HBsAg) and Heterologous Subtype-Specific Antibodies to HBsAg among Patients with
                  Chronic Hepatitis B Virus Infection",[[0.25208556616]]
2,14,7937,Clinical Infectious Diseases,5351700,"A Randomized and Prospective Study of 3 Procedures for the Diagnosis of Catheter-Related Bloodstream Infection without Catheter
                  Withdrawal",[[0.184973532427]]
4,6,7937,Clinical Infectious Diseases,5351800,"Another Perfect Storm: <em>Shigella</em> Men Who Have Sex with Men, and HIV",[[0.245979315167]]
2,14,7937,Clinical Infectious Diseases,5351900,Nitazoxanide versus Metronidazole for <em>Clostridium difficile</em>–Associated Colitis,[[0.134553529807]]
3,14,7937,Clinical Infectious Diseases,5352000,"The Epidemiological Profile of Rubella and Congenital Rubella Syndrome in the United States, 1998–2004: The Evidence for Absence
                  of Endemic Transmission",[[0.106839729312]]
4,14,7937,Clinical Infectious Diseases,5352100,"Low Rates of Streptococcal Pharyngitis and High Rates of Pyoderma in Australian Aboriginal Communities Where Acute Rheumatic
                  Fever Is Hyperendemic",[[0.158947812848]]
2,13,7937,Clinical Infectious Diseases,5352200,Excellent Outcomes of Cardiac Surgery in Patients Infected with HIV in the Current Era,[[0.401981127751]]
2,20,7937,Clinical Infectious Diseases,5352300,Concurrent Use of Efavirenz and Oxcarbazepine May Not Affect Efavirenz Plasma Concentrations,[[0.288980598136]]
4,6,7937,Clinical Infectious Diseases,5352400,HIV Infection and Dementia in Older Adults,[[0.379512685301]]
4,14,7937,Clinical Infectious Diseases,5352500,"Otitis Media, Bacterial Colonization, and the Smoking Parent",[[0.400741628584]]
2,14,7937,Clinical Infectious Diseases,5352600,Emergence of Community-Associated Methicillin-Resistant <em>Staphylococcus aureus</em> USA300 Genotype as a Major Cause of Health Care—Associated Blood Stream Infections,[[0.499144084069]]
4,20,7937,Clinical Infectious Diseases,5352700,15 January News,[[0.311007330592]]
2,14,7937,Clinical Infectious Diseases,5352800,Androgen Deficiency and HIV Infection,[[0.185470730295]]
2,14,7937,Clinical Infectious Diseases,5352900,Fish Oil for Treatment of Hypertriglyceridemia in HIV Infection: Fish or Foul?,[[0.336175617839]]
2,15,7937,Clinical Infectious Diseases,5353000,Treatment of Chronic Hepatitis B in HIV-Infected Persons: Thinking Outside the Black Box,[[0.227162009626]]
2,14,7937,Clinical Infectious Diseases,5353100,Persistent Culture-Positive <em>Legionella</em> Infection in an Immunocompetent Adult,[[0.295765546594]]
2,14,7937,Clinical Infectious Diseases,5353200,Reply to Kraus et al.,[[0.279523652948]]
2,14,7937,Clinical Infectious Diseases,5353300,Cefazolin Therapy for <em>Staphylococcus aureus</em> Bacteremia,[[0.242442302362]]
2,14,7937,Clinical Infectious Diseases,5353400,Is It Time to Abandon the Use of Amphotericin B Bladder Irrigation?,[[0.122808667981]]
4,20,7937,Clinical Infectious Diseases,5353500,Effectiveness of Serogroup C Meningococcal Polysaccharide Vaccine: Results from a Case-Control Study in Quebec,[[0.539245424824]]
2,14,7937,Clinical Infectious Diseases,5353600,Is the Recent Emergence of Community-Associated Methicillin-Resistant <em>Staphylococcus aureus</em> among Participants in Competitive Sports Limited to Participants?,[[0.30746147471]]
2,14,7937,Clinical Infectious Diseases,5353700,The Association between <em>Staphylococcus aureus</em> Strains Carrying Panton-Valentine Leukocidin Genes and the Development of Deep-Seated Follicular Infection,[[0.214497579276]]
7,3,7937,Clinical Infectious Diseases,5353800,Ex Vivo Characterization of Early Secretory Antigenic Target 6–Specific T Cells at Sites of Active Disease in Pleural Tuberculosis,[[0.302302785247]]
2,15,7937,Clinical Infectious Diseases,5353900,"Hepatitis C Virus Coinfection Increases Mortality in HIV-Infected Patients in the Highly Active Antiretroviral Therapy Era:
                  Data from the HIV Atlanta VA Cohort Study",[[0.348541219597]]
2,14,7937,Clinical Infectious Diseases,5354000,<em>Chlamydia pneumoniae</em> and Asthma in Children: Diagnostic Issues,[[0.272789475307]]
2,14,7937,Clinical Infectious Diseases,5354100,Management of Community-Acquired Respiratory Tract Infections,[[0.245780819774]]
2,14,7937,Clinical Infectious Diseases,5354200,Clear Clinical Definitions of Failure Are Needed in Studies of Diabetic Foot Infections,[[0.283304085979]]
2,15,7937,Clinical Infectious Diseases,5354300,Predictors of Severe Liver Fibrosis in HIV-Infected Patients with Chronic Hepatitis C,[[0.276532994854]]
2,23,7937,Clinical Infectious Diseases,5354400,"Infectious Diseases Consultative Recommendations: If Heard, They Can Be Listened To",[[0.24079695761]]
3,14,7937,Clinical Infectious Diseases,5354500,Human Metapneumovirus: A New Player among Respiratory Viruses,[[0.120991693747]]
2,14,7937,Clinical Infectious Diseases,5354600,High-Level Penicillin-Nonsusceptible <em>Streptococcus pneumoniae</em> Bacteremia: Identification of a Low-Risk Subgroup,[[0.355432550025]]
3,14,7937,Clinical Infectious Diseases,5354700,Quinupristin-Dalfopristin Resistance in Gram-Positive Bacteria: Mechanism of Resistance and Epidemiology,[[0.289842539127]]
2,14,7937,Clinical Infectious Diseases,5354800,Candidiasis-Associated Hemophagocytic Lymphohistiocytosis in a Patient Infected with Human Immunodeficiency Virus,[[0.212230929552]]
2,16,7937,Clinical Infectious Diseases,5354900,"Residual Pulmonary Abnormalities in Adult Patients with Chronic Paracoccidioidomycosis: Prolonged Follow-Up after Itraconazole
                  Therapy",[[0.264865111469]]
2,15,7937,Clinical Infectious Diseases,5355000,"Human Immunodeficiency Virus and Hepatitis C Virus: Which Is the Cart, and Which Is the Horse?",[[0.309012365331]]
4,6,7937,Clinical Infectious Diseases,5355100,Opportunities and Options for Treatment Research in Resource-Constrained Settings,[[0.313230161849]]
2,20,7937,Clinical Infectious Diseases,5355200,Natural and Nosocomial Infection in a Patient with West Nile Encephalitis and Extrapyramidal Movement Disorders,[[0.319637513635]]
2,14,7937,Clinical Infectious Diseases,5355300,Urban Trench Fever and Cat Scratch Disease,[[0.141094163198]]
2,14,7937,Clinical Infectious Diseases,5355400,"Epidemiological and Microbiological Characterization of Infections Caused by <em>Staphylococcus aureus</em> with Reduced Susceptibility to Vancomycin, United States, 1997–2001",[[0.342071709514]]
2,16,7937,Clinical Infectious Diseases,5355500,Trends in Risk Profiles for and Mortality Associated with Invasive Aspergillosis among Liver Transplant Recipients,[[0.284385057286]]
2,14,7937,Clinical Infectious Diseases,5355600,Effects of Recombinant Human Growth Hormone on Fat Distribution in Patients with Human Immunodeficiency Virus-Associated Wasting,[[0.172257568561]]
2,14,7937,Clinical Infectious Diseases,5355700,Hospital-Acquired Pneumococcal Bacteremia,[[0.403348157124]]
3,14,7937,Clinical Infectious Diseases,5355800,"Immunology of Infectious Diseases Edited by Stefan H. E. Kaufmann, Alan Sher, and Rafi Ahmed Washington, DC: American Society
                     for Microbiology Press, 2002. 520 pp., illustrated. $105.95 (cloth)",[[0.300819893231]]
2,16,7937,Clinical Infectious Diseases,5355900,Attributable Mortality of <em>Stenotrophomonas maltophilia</em> Bacteremia,[[0.296956263965]]
2,14,7937,Clinical Infectious Diseases,5356000,Safety of <em>Lactobacillus</em> Strains Used as Probiotic Agents,[[0.211275077352]]
2,14,7937,Clinical Infectious Diseases,5356100,Drug Prophylaxis for Travelers' Diarrhea,[[0.255763691992]]
2,6,7937,Clinical Infectious Diseases,5356200,HIV Lipoatrophy and Mosquito Bites,[[0.280486958312]]
2,14,7937,Clinical Infectious Diseases,5356300,"Rifaximin versus Ciprofloxacin for the Treatment of Traveler's Diarrhea: A Randomized, Double-Blind Clinical Trial",[[0.191693677686]]
2,14,7937,Clinical Infectious Diseases,5356400,Desmopressin Treatment for a Case of Dengue Hemorrhagic Fever/Dengue Shock Syndrome,[[0.246875102612]]
3,14,7937,Clinical Infectious Diseases,5356500,Reevaluation of Antibiotic Breakpoints,[[0.168053645709]]
2,14,7937,Clinical Infectious Diseases,5356600,Tularemia Epidemic in Northwestern Spain: Clinical Description and Therapeutic Response,[[0.207384131012]]
2,20,7937,Clinical Infectious Diseases,5356700,Immunological Characterization of Conjugated <em>Haemophilus influenzae</em> Type b Vaccine Failure in Infants,[[0.30620200857]]
2,14,7937,Clinical Infectious Diseases,5356800,Adenovirus Is a Key Pathogen in Hemorrhagic Cystitis Associated with Bone Marrow Transplantation,[[0.190728924289]]
2,14,7937,Clinical Infectious Diseases,5356900,Long-Term High-Dose Acyclovir and AIDS-Related Non-Hodgkins Lymphoma,[[0.208390702469]]
2,14,7937,Clinical Infectious Diseases,5357000,Reply to Dr. Chandrasekar (Clin Infect Dis 2001; 32:320–1) and Drs. Marr and Boeckh (Clin Infect Dis 2001; 32:321),[[0.343508775206]]
2,16,7937,Clinical Infectious Diseases,5357100,Parainfluenza Virus Type 3 Infections in Hematopoetic Stem Cell Transplant Recipients: Response to Ribavirin Therapy,[[0.255414509146]]
2,14,7937,Clinical Infectious Diseases,5357200,Empirical Antimicrobials for Traveler's Diarrhea,[[0.247013223445]]
2,16,7937,Clinical Infectious Diseases,5357300,Practice Guidelines for the Management of Community-Acquired Pneumonia in Adults,[[0.461847378929]]
2,16,7937,Clinical Infectious Diseases,5357400,Zygomycosis in the 1990s in a Tertiary-Care Cancer Center,[[0.150408006895]]
2,13,7937,Clinical Infectious Diseases,5357500,"Diagnostic Accuracy of Transthoracic and Multiplane Transesophageal Echocardiography for Valvular Perforation in Acute Infective
                  Endocarditis: Correlation with Anatomic Findings",[[0.260478429288]]
2,14,7937,Clinical Infectious Diseases,5357600,"Combination Therapy with Amprenavir, Abacavir, and Efavirenz in Human Immunodeficiency Virus (HIV)-Infected Patients Failing
                  a Protease-Inhibitor Regimen: Pharmacokinetic Drug Interactions and Antiviral Activity",[[0.241152871975]]
2,14,7937,Clinical Infectious Diseases,5357700,Brucellar Spondylitis: Review of 35 Cases and Literature Survey,[[0.177375417266]]
2,14,7937,Clinical Infectious Diseases,5357800,Development of Listerial Meningitis during Ciprofloxacin Treatment,[[0.248489114988]]
2,14,7937,Clinical Infectious Diseases,5357900,<em>Clostridium difficile</em> Colitis Associated with Infant Botulism: Near-Fatal Case Analogous to Hirschsprung's Enterocolitis,[[0.20045132916]]
7,14,7937,Clinical Infectious Diseases,5358000,Infusion of Lipoproteins into Volunteers Enhances the Growth of <em>Candida albicans</em>,[[0.191986717132]]
2,14,7937,Clinical Infectious Diseases,5358100,"Treatment of Syphilis, 1998: Nonpregnant Adults",[[0.188384456693]]
2,14,7937,Clinical Infectious Diseases,5358200,"Routine Cultures of Bone Marrow and Peripheral Stem Cell Harvests: Clinical Impact, Cost Analysis, and Review",[[0.242622807181]]
2,20,7937,Clinical Infectious Diseases,5358300,Progressive Multifocal Leukoencephalopathy in a Patient with Hypogammaglobulinemia,[[0.266855865606]]
2,14,7937,Clinical Infectious Diseases,5358400,Clinical and Microbiological Assessment of <em>Mycobacterium simiae</em> Isolates from a Single Laboratory in Southern Arizona,[[0.203247755132]]
2,14,7937,Clinical Infectious Diseases,5358500,Quinolone-Resistant <em>Salmonella typhi</em> in Viet Nam: Molecular Basis of Resistance and Clinical Response to Treatment,[[0.367195280705]]
7,20,7937,Clinical Infectious Diseases,5358600,Antibody Response to <em>Haemophilus influenzae</em> Type b Vaccine in Relation to the Number of CD4<sup>+</sup> T Lymphocytes in Adults Infected with Human Immunodeficiency Virus,[[0.310038784381]]
2,16,7937,Clinical Infectious Diseases,5358700,Adverse Reactions to Thalidomide in Patients Infected with Human Immunodeficiency Virus,[[0.214131430732]]
3,14,7937,Clinical Infectious Diseases,5358800,β-Lactamase Inhibition and In Vitro Activity of Sulbactam and Sulbactam/Cefoperazone,[[0.19843715052]]
