,cluster,journal_id,journal_title,pap_id,pap_title,distance
3,16,8760,Orthopaedic Journal of Sports Medicine,4706300,Tibial Tuberosity Realignment Alters in Vivo Patellar Tracking,[[0.671497627385]]
7,7,8021,Disease Models & Mechanisms,4706900,Linking susceptibility genes and pathogenesis mechanisms using mouse models of systemic lupus erythematosus,[[0.491097105863]]
7,21,8021,Disease Models & Mechanisms,4707000,"A new zebrafish model produced by TILLING of SOD1-related amyotrophic lateral sclerosis replicates key features of the disease
                  and represents a tool for <em>in vivo</em> therapeutic screening",[[0.638903001267]]
7,30,8021,Disease Models & Mechanisms,4707100,An entirely automated method to score DSS-induced colitis in mice by digital image analysis of pathology slides,[[0.465353241017]]
6,10,8021,Disease Models & Mechanisms,4707200,Understanding cardiovascular disease: a journey through the genome (and what we found there),[[0.505923846409]]
6,1,8021,Disease Models & Mechanisms,4707300,<em>C. elegans</em>: model host and tool for antimicrobial drug discovery,[[0.558634948722]]
7,9,8021,Disease Models & Mechanisms,4707400,The ADPKD genes <em>pkd1a/b</em> and <em>pkd2</em> regulate extracellular matrix formation,[[0.56772269937]]
7,10,8021,Disease Models & Mechanisms,4707500,Disease models and mechanisms in the classroom,[[0.532753787722]]
2,18,8462,Journal of International Medical Research,4709900,"The impact of leucoaraiosis on neurological function recovery in elderly patients with acute cerebral infarction: Clinical
                  study involving 279 Chinese patients",[[0.493470136612]]
2,16,8462,Journal of International Medical Research,4710000,"Tracheal intubation in intellectually disabled patients: Clinical usefulness of remifentanil and sevoflurane without a muscle
                  relaxant",[[0.641117663049]]
2,2,8462,Journal of International Medical Research,4710100,"Immunohistochemical levels of matrix metalloproteinase-2 and CD44 variant 6 protein in the diagnosis and lateral cervical
                  lymph node metastasis of papillary thyroid carcinoma",[[0.54362166911]]
2,20,8462,Journal of International Medical Research,4710200,"Relationship between Changes in Components Associated with Metabolic Syndrome and Disappearance, or Remission, of Metabolic
                  Syndrome during 1 Year",[[0.534060927223]]
2,16,8462,Journal of International Medical Research,4710300,Primary Paraganglioma of the Lung: A Case Report and Literature Review,[[0.632857410614]]
7,3,8462,Journal of International Medical Research,4710400,"Growth Inhibition of Malignant Melanoma by Intermediate Frequency Alternating Electric Fields, and the Underlying Mechanisms",[[0.337581491024]]
2,30,8462,Journal of International Medical Research,4710500,"Anatomical Analysis of Computed Tomography Images for Determining the Optimal Oblique Fluoroscope Angle for Percutaneous Coeliac
                  Plexus Block",[[0.401800285549]]
4,22,8462,Journal of International Medical Research,4710600,"Otitis Media with Effusion in Primary Schools in Princes' Islands, Istanbul: Prevalence and Risk Factors",[[0.567286855948]]
2,2,8462,Journal of International Medical Research,4710700,"Differential Diagnosis of Inflammatory Myofibroblastic Tumour and Low-Grade Myofibroblastic Sarcoma: Two Case Reports with
                  a Literature Review",[[0.615211378845]]
3,5,8462,Journal of International Medical Research,4710800,Relationship between the Acid-Inhibitory Effects of Two Proton Pump Inhibitors and <em>CYP2C19</em> Genotype in Japanese Subjects: A Randomized Two-Way Crossover Study,[[0.662534261283]]
2,17,8462,Journal of International Medical Research,4710900,Procalcitonin: A Novel Cardiac Marker with Prognostic Value in Acute Coronary Syndrome,[[0.552934893754]]
3,16,8462,Journal of International Medical Research,4711000,Corneal Thickness in Patients with Age-Related Macular Degeneration,[[0.77684886944]]
2,10,8462,Journal of International Medical Research,4711100,"Impact of Cystic Fibrosis Transmembrane Conductance Regulator Gene Mutation on the Occurrence of Chronic Pancreatitis in Japanese
                  Patients",[[0.646263118538]]
2,16,8462,Journal of International Medical Research,4711200,"Anatomical Variations of Coronary Ostia, Aortocoronary Angles and Angles of Division of the Left Coronary Artery of the Human
                  Heart",[[0.811425328402]]
2,18,8462,Journal of International Medical Research,4711300,Influence of Vaccination and Surgery on HLA-DR Expression in Patients with Upper Aerodigestive Tract Cancer,[[0.563287078288]]
7,2,8462,Journal of International Medical Research,4711400,The Expression of Interleukin-10 in Patients with Primary Ovarian Epithelial Carcinoma and in Ovarian Carcinoma Cell Lines,[[0.669829049282]]
2,10,8462,Journal of International Medical Research,4711500,"Association of <em>ACE, ACE2</em> and <em>UTS2</em> Polymorphisms with Essential Hypertension in Han and Dongxiang Populations from North-western China",[[0.588022627341]]
2,16,8462,Journal of International Medical Research,4711600,The Evaluation of 13 Patients with Intrathoracic Extrapulmonary Hydatidosis,[[0.535709060403]]
2,18,8462,Journal of International Medical Research,4711700,A New Tactile Skin Sensor for Measuring Skin Hardness in Patients with Systemic Sclerosis and Autoimmune Raynaud's Phenomenon,[[0.512480733573]]
0,21,8462,Journal of International Medical Research,4711800,Tumour Necrosis Factor-α Levels in Non-Diabetic Offspring of Patients with Type 2 Diabetes Mellitus,[[0.645986472072]]
2,23,8462,Journal of International Medical Research,4711900,Effect of Cisapride on Gastric Emptying in Patients with Gastro-Oesophageal Reflux Disease,[[0.6244600969]]
3,30,8462,Journal of International Medical Research,4712000,The Effect of Hyaluronic Acid-Carboxymethylcellulose in Reducing Adhesion Reformation in Rabbits,[[0.654274633122]]
2,18,8462,Journal of International Medical Research,4712100,Investigation of the Influenza-Like Symptoms Associated with Recombinant Human Erythropoietin Therapy,[[0.561958180456]]
0,20,8462,Journal of International Medical Research,4712200,"Insulin Secretion Levels Necessary for Efficacy of an α-Glucosidase Inhibitor on Glucose Metabolism in Patients with Non-Insulin-Dependent
                  Diabetes Mellitus",[[0.544471833178]]
3,30,8462,Journal of International Medical Research,4712300,A Comparison of the Electroencephalographic Spectra Modifications Induced by Diazepam and by Hydroxyzine,[[0.493072046013]]
3,21,8462,Journal of International Medical Research,4712400,The Role of Lipids in Nutrition during the First Months of Life,[[0.755049840573]]
2,18,8462,Journal of International Medical Research,4712500,"Comparison of the Analgesic and Anti-Inflammatory Effects of Diclofenac Potassium versus Piroxicam versus Placebo in Ankle
                  Sprain Patients",[[0.506028042163]]
2,23,8462,Journal of International Medical Research,4712600,Ranitidine plus Bromazepam in the Treatment of Duodenal Ulcer: Effect on Gastric Acid Secretion,[[0.594809108118]]
2,18,8462,Journal of International Medical Research,4712700,Loratadine (SCH29851) 40 mg Once Daily versus Terfenadine 60 mg Twice Daily in the Treatment of Seasonal Allergic Rhinitis,[[0.479152019024]]
2,18,8462,Journal of International Medical Research,4712800,"A Double-Blind Comparison of Acebutolol (Sectral) and Propranolol (Inderal) in the Treatment of Hypertension in Black Nigerian
                  Patients",[[0.480237084755]]
2,18,8462,Journal of International Medical Research,4712900,"A Comparison of the Efficacy and Tolerability of Clobazam and Chlordiazepoxide in the Treatment of Acute Withdrawal from Alcohol
                  in Patients with Primary Alcoholism",[[0.480164843545]]
2,18,8462,Journal of International Medical Research,4713000,2% Miconazole Nitrate Powder in Aerosol Spray Form: Its Efficacy in Treating Tinea Pedis,[[0.341102922602]]
2,18,8462,Journal of International Medical Research,4713100,The Treatment of Infections in General Practice with Magnapen: A Multicentre Trial,[[0.41085139673]]
2,18,8462,Journal of International Medical Research,4713200,"A Double-Blind Controlled Trial of Betamethasone Dipropionate 0·05% (Diproderm®) in Comparison with Fluocinolone Acetonide
                  0·025% (Synalar®) in Psoriasis and other Steroid-Responsive Dermatoses",[[0.785461583559]]
2,27,8462,Journal of International Medical Research,4713300,"Comparative Efficacy of Triazolam, Flurazepam and Placebo in Out-Patients Insomniacs",[[0.884615074565]]
2,18,8462,Journal of International Medical Research,4713400,A Study of the Local Tolerance of Tibicorten during Long-Term Application,[[0.396077023044]]
2,18,8462,Journal of International Medical Research,4713500,A Dose-Response Study of Xipamid in Hypertension Used in Combination with other Anti-Hypertensive Drugs,[[0.430935971191]]
2,18,8462,Journal of International Medical Research,4713600,Twice-Daily Propranolol Treatment for Hypertension,[[0.486931000741]]
2,18,8462,Journal of International Medical Research,4713700,"Anxiety with Depressed Mood in General Practice: A survey of 3,000 Patients treated with Benzoctamine: A Report of a Monitored
                  Release Study",[[0.529699566289]]
6,12,8707,Molecular Plant,4736800,Rice MtN3/Saliva/SWEET Family Genes and Their Homologs in Cellular Organisms,[[0.535412189055]]
6,12,8707,Molecular Plant,4736900,<em>Arabidopsis thaliana</em> AtUTr7 Encodes a Golgi-Localized UDP–Glucose/UDP–Galactose Transporter that Affects Lateral Root Emergence,[[0.536590078618]]
7,12,8707,Molecular Plant,4737000,"SD3, an <em>Arabidopsis thaliana</em> Homolog of TIM21, Affects Intracellular ATP Levels and Seedling Development",[[0.467290795377]]
7,12,8707,Molecular Plant,4737100,AtFH8 Is Involved in Root Development under Effect of Low-Dose Latrunculin B in Dividing Cells,[[0.552266953847]]
6,12,8707,Molecular Plant,4737200,Metabolomic Screening Applied to Rice FOX <em>Arabidopsis</em> Lines Leads to the Identification of a Gene-Changing Nitrogen Metabolism,[[0.679944524106]]
3,12,8707,Molecular Plant,4737300,Prompt and Easy Activation by Specific Thioredoxins of Calvin Cycle Enzymes of <em>Arabidopsis thaliana</em> Associated in the GAPDH/CP12/PRK Supramolecular Complex,[[0.526438567937]]
6,12,8707,Molecular Plant,4737400,Interactions between Axillary Branches of <em>Arabidopsis</em>,[[0.619049538179]]
3,30,8978,Social Cognitive and Affective Neuroscience,4747600,Emotion processing in words: a test of the neural re-use hypothesis using surface and intracranial EEG,[[0.635958661508]]
3,30,8978,Social Cognitive and Affective Neuroscience,4747700,Neurocognitive mechanisms underlying social learning in infancy: infants’ neural processing of the effects of others’ actions,[[0.614945790376]]
3,30,8978,Social Cognitive and Affective Neuroscience,4747800,Tools of the trade: theory and method in mindfulness neuroscience,[[0.571117056053]]
3,30,8978,Social Cognitive and Affective Neuroscience,4747900,"Peer acceptance and rejection through the eyes of youth: pupillary, eyetracking and ecological data from the Chatroom Interact
                  task",[[0.55332907634]]
3,30,8978,Social Cognitive and Affective Neuroscience,4748000,Neural differences in the processing of semantic relationships across cultures,[[0.587911475796]]
3,30,8978,Social Cognitive and Affective Neuroscience,4748100,Prefrontal cortex damage abolishes brand-cued changes in cola preference,[[0.559598480247]]
3,28,8277,International Journal of Low-Carbon Technologies,4748500,Large-scale renewable energy integration within energy-efficient urban areas: results from three German case studies,[[0.610507380556]]
3,6,8277,International Journal of Low-Carbon Technologies,4748600,"Microaerobic dark fermentative hydrogen production by the photosynthetic bacterium, <em>Rhodobacter capsulatus</em> JP91",[[0.580407946007]]
3,28,8277,International Journal of Low-Carbon Technologies,4748700,A generalized procedure to generate clear-sky radiation data for any location,[[0.358707534049]]
3,28,8277,International Journal of Low-Carbon Technologies,4748800,Investigations on effect of the orientation on thermal comfort in terraced housing in Malaysia,[[0.484849351934]]
3,28,7827,Biology Letters,4756000,Higher aggression towards closer relatives by soldier larvae in a polyembryonic wasp,[[0.679249137184]]
3,30,7827,Biology Letters,4756100,Action at a distance: dependency sensitivity in a New World primate,[[0.472345174197]]
3,28,7827,Biology Letters,4756200,"Stable isotope canopy effects for sympatric monkeys at Taï Forest, Côte d'Ivoire",[[0.563351727146]]
3,28,7827,Biology Letters,4756300,Exposure to sperm competition risk improves survival of virgin males,[[0.818039625626]]
3,28,7827,Biology Letters,4756400,Evidence for Permo-Triassic colonization of the deep sea by isopods,[[0.552237880108]]
3,28,7827,Biology Letters,4756500,Long-term familiarity promotes joining in neighbour nest defence,[[0.601341436063]]
3,28,7827,Biology Letters,4756600,Defence strategies against a parasitoid wasp in <em>Drosophila</em>: fight or flight?,[[0.703281622595]]
3,28,7827,Biology Letters,4756700,Speciation in caves: experimental evidence that permanent darkness promotes reproductive isolation,[[0.51923129863]]
3,29,7827,Biology Letters,4756800,Orangutan pantomime: elaborating the message,[[0.402140002378]]
3,28,7827,Biology Letters,4756900,Experimental evidence for real-time song frequency shift in response to urban noise in a passerine bird,[[0.556344966268]]
3,28,7827,Biology Letters,4757000,Non-climatic thermal adaptation: implications for species' responses to climate warming,[[0.664233980416]]
3,28,7827,Biology Letters,4757100,Three-dimensional resting behaviour of northern elephant seals: drifting like a falling leaf,[[0.657100412954]]
6,10,7827,Biology Letters,4757200,Bitter taste perception in Neanderthals through the analysis of the <em>TAS2R38</em> gene,[[0.56916685251]]
3,28,7827,Biology Letters,4757300,Behavioural phase polyphenism in the Australian plague locust (<em>Chortoicetes terminifera</em>),[[0.41265021756]]
3,28,7827,Biology Letters,4757400,Metabolic ageing in individual zebra finches,[[0.521370174969]]
3,28,7827,Biology Letters,4757500,Climate change adaptation for conservation in Madagascar,[[0.650205916643]]
3,12,7827,Biology Letters,4757600,Evolutionary associations between nectar properties and specificity in bird pollination systems,[[0.548576479562]]
3,28,7827,Biology Letters,4757700,When cormorants go fishing: the differing costs of hunting for sedentary and motile prey,[[0.722730733014]]
6,28,7827,Biology Letters,4757800,A multiple-site similarity measure,[[0.524718901401]]
6,10,7827,Biology Letters,4757900,Levels of linkage disequilibrium in a wild bird population,[[0.593081055696]]
3,30,7827,Biology Letters,4758000,Punishment and partner switching cause cooperative behaviour in a cleaning mutualism,[[0.593703381866]]
7,1,7827,Biology Letters,4758100,The evolution of a conjugative plasmid and its ability to increase bacterial fitness,[[0.630367530322]]
3,28,8584,Journal of The Royal Society Interface,4768200,"Mesoscale fronts as foraging habitats: composite front mapping reveals oceanographic drivers of habitat use for a pelagic
                  seabird",[[0.460308825265]]
3,30,8584,Journal of The Royal Society Interface,4768300,Identification of functional parameters for the classification of older female fallers and prediction of ‘first-time’ fallers,[[0.42993140228]]
3,5,8584,Journal of The Royal Society Interface,4768500,Biphasic responses in multi-site phosphorylation systems,[[0.490052348779]]
3,6,8584,Journal of The Royal Society Interface,4768600,"Improvement of the aerodynamic performance by wing flexibility and elytra–hind wing interaction of a beetle during forward
                  flight",[[0.539557277865]]
3,30,8584,Journal of The Royal Society Interface,4768700,"Walking, running, and resting under time, distance, and average speed constraints: optimality of walk–run–rest mixtures",[[0.445584205373]]
7,5,8584,Journal of The Royal Society Interface,4768800,"Collective cell migration: leadership, invasion and segregation",[[0.45441338267]]
3,25,8584,Journal of The Royal Society Interface,4768900,Floquet stability analysis of the longitudinal dynamics of two hovering model insects,[[0.523240016949]]
3,30,8584,Journal of The Royal Society Interface,4769000,"Determination of the layer-specific distributed collagen fibre orientations in human thoracic and abdominal aortas and common
                  iliac arteries",[[0.552290464867]]
3,29,8584,Journal of The Royal Society Interface,4769100,Malagasy dialects and the peopling of Madagascar,[[0.366418711099]]
7,5,8584,Journal of The Royal Society Interface,4769200,"The importance of structured noise in the generation of self-organizing tissue patterns through contact-mediated cell–cell
                  signalling",[[0.503026252887]]
7,5,8584,Journal of The Royal Society Interface,4769300,Cellular automata and integrodifferential equation models for cell renewal in mosaic tissues,[[0.40830570222]]
3,6,8584,Journal of The Royal Society Interface,4769400,"Reflectivity of the gyroid biophotonic crystals in the ventral wing scales of the Green Hairstreak butterfly, <em>Callophrys rubi</em>",[[0.351714764517]]
6,14,8584,Journal of The Royal Society Interface,4769500,Gene divergence and pathway duplication in the metabolic network of yeast and digital organisms,[[0.571048483765]]
7,11,8584,Journal of The Royal Society Interface,4769600,Sharing the burden: antigen transport and firebreaks in immune responses,[[0.54540738928]]
7,5,8584,Journal of The Royal Society Interface,4769700,Current techniques for single-cell lysis,[[0.357456389313]]
3,6,8584,Journal of The Royal Society Interface,4769800,A beetle-inspired solution for underwater adhesion,[[0.456415965955]]
3,29,8584,Journal of The Royal Society Interface,4769900,Utility of <em>R</em><sub>0</sub> as a predictor of disease invasion in structured populations,[[0.383388511539]]
3,29,8584,Journal of The Royal Society Interface,4770000,Introduction: statistical mechanics of molecular and cellular biological systems,[[0.391722046855]]
5,2,7847,Briefings in Functional Genomics,4788400,Genomic approaches in breast cancer research,[[0.621909779922]]
6,11,7847,Briefings in Functional Genomics,4788500,<em>Brucella</em> genomics as we enter the multi-genome era,[[0.617246319241]]
6,29,7847,Briefings in Functional Genomics,4788600,Comparing CNV detection methods for SNP arrays,[[0.593950953529]]
6,13,7847,Briefings in Functional Genomics,4788700,Appearances can be deceiving: phenotypes of knockout mice,[[0.480172560716]]
6,13,7847,Briefings in Functional Genomics,4788800,Fruits and flies: A genomics perspective of an invertebrate model organism,[[0.461242643875]]
3,6,5188,The European Physical Journal C,4803500,Exploring the neutrinoless double beta decay in the inverted neutrino hierarchy with bolometric detectors,[[0.387981965829]]
2,10,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827200,The −344C/T polymorphism in the <em>CYP11B2</em> gene is associated with essential hypertension in the Chinese,[[0.672322202051]]
2,22,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827300,"Predictors of proteinuria reduction by monotherapy with an angiotensin receptor blocker, olmesartan",[[0.755949145267]]
2,18,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827400,"Efficacy of eplerenone added to renin-angiotensin blockade in elderly hypertensive patients: the Jichi-Eplerenone Treatment
                  (JET) study",[[0.506070920321]]
2,18,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827500,Review: Cardioprotective effects of telmisartan in uncomplicated and complicated hypertension,[[0.499551820468]]
2,18,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827700,Combination of drugs acting on the natriuretic system and the renin-angiotensin system in heart failure,[[0.560823370786]]
2,18,8582,Journal of the Renin-Angiotensin-Aldosterone System,4827900,The safety and tolerability of candesartan cilexetil in CHF,[[0.37905451902]]
3,19,7833,Biostatistics,4828000,"Estimating incremental cost-effectiveness ratios and their confidence intervals with different terminating events for survival
                  time and costs",[[0.576475845805]]
3,29,7833,Biostatistics,4828100,Efficient design and inference for multistage randomized trials of individualized treatment policies,[[0.431470246415]]
3,29,7833,Biostatistics,4828200,Boosting with missing predictors,[[0.50717014894]]
3,29,7833,Biostatistics,4828300,Optimal screening for promising genes in 2-stage designs,[[0.360237307923]]
3,28,7833,Biostatistics,4828400,A mutagenetic tree hidden Markov model for longitudinal clonal HIV sequence data,[[0.503030713558]]
3,14,7833,Biostatistics,4828500,Improved statistical tests for differential gene expression by shrinking variance components estimates,[[0.546946677762]]
3,29,7833,Biostatistics,4828600,The joint modeling of a longitudinal disease progression marker and the failure time process in the presence of cure,[[0.476378756597]]
3,14,7846,Briefings in Bioinformatics,4829100,Validation of gene regulatory networks: scientific and inferential,[[0.496326092466]]
3,5,7846,Briefings in Bioinformatics,4829200,Computational systems biology of the cell cycle,[[0.510794242457]]
3,5,7846,Briefings in Bioinformatics,4829300,Current Progress in computational metabolomics,[[0.419668751388]]
6,14,7846,Briefings in Bioinformatics,4829400,Get ready to GO! A biologist's guide to the Gene Ontology,[[0.666790246072]]
7,5,7846,Briefings in Bioinformatics,4829500,An approach to modelling in immunology,[[0.489963962984]]
2,15,8726,Neuro-Oncology,4837600,CBTRUS Statistical Report: Primary Brain and Central Nervous System Tumors Diagnosed in the United States in 2007–2011,[[0.627885791308]]
2,15,8726,Neuro-Oncology,4837700,“We will know it when we see it;” bevacizumab and glioblastoma,[[0.47048383217]]
7,3,8726,Neuro-Oncology,4837800,METABOLIC PATHWAYS,[[0.386494922541]]
2,15,8726,Neuro-Oncology,4837900,"Bevacizumab treatment of symptomatic pseudoprogression after boron neutron capture therapy for recurrent malignant gliomas.
                  Report of 2 cases",[[0.557950466761]]
7,2,8726,Neuro-Oncology,4838000,Predictors of outcome in an AIEOP series of childhood ependymomas: a multifactorial analysis,[[0.515076711643]]
2,15,8726,Neuro-Oncology,4838100,GERM CELL TUMORS,[[0.453533198623]]
7,3,8726,Neuro-Oncology,4838200,RAD51 can inhibit PDGF-B–induced gliomagenesis and genomic instability,[[0.388487957857]]
2,15,8726,Neuro-Oncology,4838300,"Treatment of young children with localized medulloblastoma by chemotherapy alone: Results of the prospective, multicenter
                  trial HIT 2000 confirming the prognostic impact of histology",[[0.489168704704]]
7,3,8726,Neuro-Oncology,4838400,Glioma growth inhibition by neurostatin and O-But GD1b,[[0.367442008871]]
2,15,8726,Neuro-Oncology,4838500,"High-dose carboplatin, thiotepa, and etoposide with autologous stem cell rescue for patients with previously irradiated recurrent
                  medulloblastoma<sup><a id=""xref-fn-1-1"" class=""xref-fn"" href=""#fn-1"">†</a></sup>",[[0.501618643337]]
2,15,8726,Neuro-Oncology,4838600,Health-related quality of life of long-term high-grade glioma survivors,[[0.492338443519]]
2,22,8726,Neuro-Oncology,4838700,Neurocognitive function in same-sex twins following focal radiation for medulloblastoma,[[0.495839696838]]
2,15,8726,Neuro-Oncology,4838800,"Consensus Conference on Cancer Registration of Brain and Central Nervous
                  System Tumors",[[0.678923486978]]
2,15,8726,Neuro-Oncology,4838900,"Prevalence estimates for primary brain tumors in the United States by
                  behavior and major histology groups",[[0.602355335108]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4908100,"PACS photometry of the <em>Herschel</em> Reference Survey – far-infrared/submillimetre colours as tracers of dust properties in nearby galaxies<a id=""xref-fn-1-1"" class=""xref-author-notes"" href=""#fn-1""><sup>★</sup></a>",[[0.713222006374]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4911500,CC Sculptoris: A superhumping intermediate polar,[[0.650963595839]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4911900,The halo shape and evolution of polar disc galaxies,[[0.765217770421]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4912500,"Assessing luminosity correlations via cluster analysis: evidence for dual tracks in the radio/X-ray domain of black hole X-ray
                  binaries",[[0.582855617924]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4912700,X-rays from colliding stellar winds: the case of close Wolf–Rayet+O binary systems,[[0.655196478569]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4912900,Single-pulse analysis of PSR B1133+16 at 8.35 GHz and carousel circulation time,[[0.469794444075]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4913200,Timing and broad-band spectroscopy of 1A 1118−61 with <em>Suzaku</em>,[[0.698932286754]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4913300,An application of extreme value statistics to the most massive galaxy clusters at low and high redshifts,[[0.649319705867]]
3,29,8709,Monthly Notices of the Royal Astronomical Society,4913400,The impact of CCD radiation damage on <em>Gaia</em> astrometry – I. Image location estimation in the presence of radiation damage,[[0.346226803385]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4913600,"Enriched haloes at redshift <em>z</em> = <em>2</em> with no star formation: implications for accretion and wind scenarios<a id=""xref-fn-1-1"" class=""xref-fn"" href=""#fn-1"">*</a>",[[0.649420642918]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4913700,Structure and turbulence in simulated galaxy clusters and the implications for the formation of radio haloes,[[0.598460620708]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4913800,Time-dependent diffusion in stellar atmospheres,[[0.415394182826]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4913900,Angular momentum in cluster Spherical Collapse Model,[[0.591822761979]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914000,The evolution of quiescent galaxies at high redshifts (<em>z</em>≥ 1.4),[[0.772749951539]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914100,The ultraviolet properties of star-forming galaxies – I. <em>HST</em> WFC3 observations of very high redshift galaxies,[[0.710970899072]]
3,25,8709,Monthly Notices of the Royal Astronomical Society,4914200,Simple model of propagating flame pulsations,[[0.420175370165]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4914300,Spatial distribution and statistical properties of small-scale convective vortex-like motions in a quiet-Sun region,[[0.354461611425]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4914400,Alfvén wave amplification and self-containment of cosmic rays escaping from a supernova remnant,[[0.503758660318]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914500,The core-collapse supernova rate in Arp 299 revisited,[[0.642784077925]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4914600,A pilot study for the SCUBA-2 ‘All-Sky’ Survey,[[0.568984175275]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914700,"The spin-orbit angles of the transiting exoplanets WASP-1b, WASP-24b, WASP-38b and HAT-P-8b from Rossiter–McLaughlin observations<a id=""xref-fn-1-1"" class=""xref-fn"" href=""#fn-1"">*</a>",[[0.567094476221]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914800,Far-ultraviolet emission in the A2597 and A2204 brightest cluster galaxies,[[0.68387168127]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4914900,The spiral structure of the Galaxy revealed by CS sources and evidence for the 4:1 resonance,[[0.579280672617]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4915000,Star cluster collisions – a formation scenario for the extended globular cluster Scl-dE1 GC1,[[0.722410990404]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4915100,Ionization balance of Ti in the photospheres of the Sun and four late-type stars,[[0.499221555166]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4915200,Ionization feedback in star formation simulations: the role of diffuse fields,[[0.394687919523]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4915300,Forming protostars in molecular clouds with shocked envelope expansion and core collapse,[[0.463139316737]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4915400,Correlated optical/X-ray long-term variability in LMXB 4U 1636-536,[[0.741789966314]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4915500,The effect of energetic particle beams on the chromospheric emission of the 2004 July 25 flare,[[0.614965075942]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4915600,Cosmology with standard sirens: the importance of the shape of the lensing magnification distribution,[[0.518805339161]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4915700,2D Magnetohydrodynamics simulations of induced plasma dynamics in the near-core region of a galaxy cluster,[[0.427883786786]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4915800,On the average gamma-ray burst X-ray flaring activity,[[0.629714114084]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4915900,Flavours of variability: 29 RR Lyrae stars observed with <em>Kepler</em>,[[0.609725179168]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916000,Crawling the cosmic network: identifying and quantifying filamentary structure,[[0.605755177434]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916100,Cluster galaxy dynamics and the effects of large-scale environment,[[0.680710554442]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4916200,Log-Poisson non-Gaussianity of Lyα transmitted flux fluctuations at high redshift,[[0.528651786948]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916300,Primordial density perturbations with running spectral index: impact on non-linear cosmic structures,[[0.610662704457]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4916400,Power asymmetries in the cosmic microwave background temperature and polarization patterns,[[0.457931565643]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4916500,<em>Chandra</em> observation of two shock fronts in the merging galaxy cluster Abell 2146,[[0.606463863034]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916600,Blasts and shocks in the disc of NGC 4258,[[0.615677183626]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916700,Analytical approximations of <em>K</em>-corrections in optical and near-infrared bands,[[0.733054624925]]
3,6,8709,Monthly Notices of the Royal Astronomical Society,4916800,The capture of Trojan asteroids by the giant planets during planetary migration,[[0.488711888391]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4916900,When galaxies collide: understanding the broad absorption-line radio galaxy 4C +72.26,[[0.654188846294]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4917000,Dust attenuation in the rest-frame ultraviolet: constraints from star-forming galaxies at <em>z</em> ∼ 1,[[0.775751738459]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4917100,The long-term evolution of the accreting millisecond X-ray pulsar Swift J1756.9−2508,[[0.656091714061]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4917200,The orbital evolution induced by baryonic condensation in triaxial haloes,[[0.620209021777]]
3,26,8709,Monthly Notices of the Royal Astronomical Society,4917300,"The grouping, merging and survival of subhaloes in the simulated Local Group",[[0.720521883555]]
